"2024-10-15","TikTok Ads","Shopping","E-commerce","Germany","96412","7047","0.0731","1.1100","7822.17","194","40.3200","36717.43","4.6900","49"
"2024-08-13","TikTok Ads","Video","Fintech","Canada","184476","8854","0.0480","0.3500","3098.90","198","15.6500","56216.92","18.1400","50"
"2024-03-08","TikTok Ads","Shopping","SaaS","USA","44405","1953","0.0440","1.5300","2988.09","22","135.8200","6030.56","2.0200","51"
"2024-06-24","Google Ads","Display","Fintech","UAE","117217","5602","0.0478","3.4900","19550.98","411","47.5700","75729.26","3.8700","52"
"2024-08-28","Google Ads","Shopping","E-commerce","India","49462","1206","0.0244","1.9500","2351.70","74","31.7800","12950.09","5.5100","53"
"2024-08-20","TikTok Ads","Search","Fintech","Germany","38828","3607","0.0929","0.9700","3498.79","116","30.1600","8788.51","2.5100","54"
"2024-08-24","Meta Ads","Shopping","Fintech","UAE","104616","4048","0.0387","1.7700","7164.96","233","30.7500","45906.84","6.4100","55"
"2024-05-01","TikTok Ads","Display","SaaS","Australia","140440","11825","0.0842","0.6800","8041.00","748","10.7500","31071.69","3.8600","56"
"2024-02-14","TikTok Ads","Video","Healthcare","Canada","79553","2712","0.0341","0.3100","840.72","170","4.9500","16973.79","20.1900","57"
"2024-08-20","Google Ads","Search","Fintech","USA","170904","4751","0.0278","1.1200","5321.12","326","16.3200","44297.15","8.3200","58"
"2024-06-17","Google Ads","Display","Healthcare","India","54976","2611","0.0475","1.3200","3446.52","187","18.4300","8230.48","2.3900","59"
"2024-07-14","Google Ads","Search","Healthcare","India","88807","4999","0.0563","2.3700","11847.63","348","34.0400","103474.34","8.7300","60"
"2024-06-27","TikTok Ads","Display","Healthcare","USA","112392","4934","0.0439","1.6400","8091.76","363","22.2900","91221.43","11.2700","61"
"2024-08-14","Meta Ads","Shopping","EdTech","Canada","157499","1574","0.0100","1.7600","2770.24","45","61.5600","13465.06","4.8600","62"
"2024-08-26","Google Ads","Shopping","Fintech","Australia","162636","9237","0.0568","1.4100","13024.17","738","17.6500","102989.98","7.9100","63"
"2024-12-25","Meta Ads","Video","SaaS","Canada","187957","4586","0.0244","2.1000","9630.60","271","35.5400","34433.97","3.5800","64"
"2024-05-28","Google Ads","Display","Healthcare","India","23375","1175","0.0503","1.4200","1668.50","15","111.2300","1524.57","0.9100","65"
"2024-12-22","Meta Ads","Shopping","E-commerce","Canada","167917","6246","0.0372","0.6000","3747.60","413","9.0700","25997.62","6.9400","66"
"2024-04-17","TikTok Ads","Shopping","Healthcare","Australia","125654","8318","0.0662","0.5800","4824.44","566","8.5200","117035.13","24.2600","67"
"2024-09-27","Meta Ads","Search","E-commerce","Australia","46846","983","0.0210","0.7200","707.76","11","64.3400","2501.87","3.5300","68"
"2024-09-07","Google Ads","Search","E-commerce","USA","71216","2357","0.0331","3.1700","7471.69","179","41.7400","29354.19","3.9300","69"
"2024-07-16","Meta Ads","Search","Healthcare","UK","167002","3406","0.0204","1.8300","6232.98","76","82.0100","10328.31","1.6600","70"
"2024-04-06","TikTok Ads","Search","SaaS","Australia","108247","6971","0.0644","0.5900","4112.89","517","7.9600","139391.79","33.8900","71"
"2024-09-18","TikTok Ads","Search","Fintech","Germany","104986","6131","0.0584","0.3600","2207.16","219","10.0800","57679.50","26.1300","72"
"2024-11-01","Google Ads","Video","SaaS","Canada","34592","1615","0.0467","1.1500","1857.25","116","16.0100","4344.96","2.3400","73"
"2024-05-24","Meta Ads","Shopping","EdTech","India","172516","6314","0.0366","0.7200","4546.08","335","13.5700","82096.80","18.0600","74"
"2024-04-14","Meta Ads","Display","Fintech","Australia","53128","1678","0.0316","1.5100","2533.78","66","38.3900","19225.18","7.5900","75"
"2024-02-01","Meta Ads","Video","EdTech","USA","65942","2044","0.0310","1.0500","2146.20","48","44.7100","6784.27","3.1600","76"
"2024-12-04","Google Ads","Video","EdTech","Germany","29618","1883","0.0636","2.1700","4086.11","90","45.4000","26198.96","6.4100","77"
"2024-08-23","Meta Ads","Display","E-commerce","India","187099","2469","0.0132","0.8300","2049.27","103","19.9000","3413.17","1.6700","78"
"2024-12-01","Google Ads","Search","Healthcare","Canada","136461","3984","0.0292","1.4900","5936.16","214","27.7400","24710.24","4.1600","79"
"2024-03-14","Google Ads","Display","E-commerce","Canada","32160","1186","0.0369","1.3400","1589.24","12","132.4400","1927.71","1.2100","80"
"2024-07-24","TikTok Ads","Search","Healthcare","Australia","132426","7309","0.0552","0.3200","2338.88","171","13.6800","24136.13","10.3200","81"
"2024-07-04","Meta Ads","Shopping","Fintech","USA","185798","5889","0.0317","0.9000","5300.10","400","13.2500","41326.63","7.8000","82"
"2024-12-30","TikTok Ads","Video","EdTech","India","194407","13122","0.0675","0.8500","11153.70","379","29.4300","56289.95","5.0500","83"
"2024-04-04","Google Ads","Shopping","SaaS","India","111661","3930","0.0352","0.8400","3301.20","310","10.6500","21226.88","6.4300","84"
"2024-11-29","TikTok Ads","Search","E-commerce","Germany","159692","6882","0.0431","0.3700","2546.34","523","4.8700","106309.31","41.7500","85"
"2024-09-04","Meta Ads","Video","Fintech","India","27931","608","0.0218","1.5200","924.16","10","92.4200","1389.72","1.5000","86"
"2024-11-13","Google Ads","Search","SaaS","UAE","188062","8143","0.0433","1.8000","14657.40","614","23.8700","124232.50","8.4800","87"
"2024-06-09","Meta Ads","Display","EdTech","Germany","79441","3082","0.0388","0.5300","1633.46","100","16.3300","29391.59","17.9900","88"
"2024-09-29","Google Ads","Search","EdTech","USA","58364","2241","0.0384","2.2200","4975.02","136","36.5800","15149.72","3.0500","89"
"2024-04-15","Google Ads","Display","SaaS","Australia","14078","763","0.0542","2.2600","1724.38","57","30.2500","16289.72","9.4500","90"
"2024-06-05","Meta Ads","Search","E-commerce","India","79462","2058","0.0259","0.8800","1811.04","146","12.4000","7813.85","4.3100","91"
"2024-08-06","Meta Ads","Display","EdTech","USA","131155","4052","0.0309","1.2400","5024.48","209","24.0400","15982.20","3.1800","92"
"2024-01-07","Meta Ads","Shopping","Fintech","Australia","182235","5047","0.0277","0.7400","3734.78","260","14.3600","53450.65","14.3100","93"
"2024-04-01","Meta Ads","Display","SaaS","India","151864","4358","0.0287","1.6900","7365.02","175","42.0900","45340.29","6.1600","94"
"2024-12-14","Meta Ads","Shopping","Healthcare","India","195710","4481","0.0229","0.5300","2374.93","352","6.7500","27223.39","11.4600","95"
"2024-04-27","Google Ads","Shopping","EdTech","UAE","182926","6749","0.0369","1.9400","13093.06","343","38.1700","53279.93","4.0700","96"
"2024-02-24","Meta Ads","Video","SaaS","Canada","128629","2109","0.0164","1.2900","2720.61","168","16.1900","49256.62","18.1000","97"
"2024-04-09","Google Ads","Display","Healthcare","Australia","198824","9046","0.0455","3.6100","32656.06","407","80.2400","71482.19","2.1900","98"
"2024-05-27","TikTok Ads","Shopping","Fintech","USA","66842","2339","0.0350","1.4000","3274.60","123","26.6200","14081.65","4.3000","99"
"2024-03-05","Google Ads","Shopping","SaaS","UAE","7642","202","0.0265","3.3800","682.76","11","62.0700","1542.21","2.2600","100"
"2024-06-08","Meta Ads","Shopping","SaaS","USA","196962","5081","0.0258","2.0600","10466.86","282","37.1200","24196.95","2.3100","101"
"2024-06-12","Google Ads","Shopping","E-commerce","USA","70618","3601","0.0510","2.2300","8030.23","145","55.3800","7976.29","0.9900","102"
"2024-08-29","Google Ads","Shopping","SaaS","UAE","105386","3783","0.0359","1.8200","6885.06","130","52.9600","36776.35","5.3400","103"
"2024-09-05","Google Ads","Search","Healthcare","UAE","49425","1996","0.0404","1.2700","2534.92","98","25.8700","9253.27","3.6500","104"
"2024-09-27","Meta Ads","Video","E-commerce","Germany","74212","1528","0.0206","1.4600","2230.88","85","26.2500","21331.58","9.5600","105"
"2024-03-09","Google Ads","Shopping","E-commerce","USA","10039","501","0.0500","2.2900","1147.29","36","31.8700","4805.52","4.1900","106"
"2024-12-26","Meta Ads","Video","E-commerce","Canada","191141","4453","0.0233","1.2300","5477.19","72","76.0700","8367.46","1.5300","107"
"2024-12-23","Meta Ads","Video","Healthcare","India","102088","4481","0.0439","0.7300","3271.13","316","10.3500","87569.74","26.7700","108"
"2024-09-14","TikTok Ads","Display","Fintech","UAE","25025","1256","0.0502","0.4300","540.08","38","14.2100","5694.61","10.5400","109"
"2024-11-05","Google Ads","Shopping","Healthcare","Canada","36707","943","0.0257","1.3100","1235.33","21","58.8300","4396.12","3.5600","110"
"2024-04-02","Meta Ads","Display","Fintech","Canada","21309","432","0.0203","1.6600","717.12","15","47.8100","4449.98","6.2100","111"
"2024-09-06","Google Ads","Search","Fintech","USA","167932","6717","0.0400","2.4600","16523.82","247","66.9000","38475.06","2.3300","112"
"2024-10-17","TikTok Ads","Search","EdTech","Canada","17356","925","0.0533","0.4600","425.50","62","6.8600","5476.85","12.8700","113"
"2024-10-25","Meta Ads","Shopping","E-commerce","India","107489","2515","0.0234","1.4000","3521.00","166","21.2100","18411.15","5.2300","114"
"2024-01-08","TikTok Ads","Search","Fintech","UK","162795","8107","0.0498","0.9600","7782.72","575","13.5400","86383.64","11.1000","115"
"2024-08-03","TikTok Ads","Search","Healthcare","India","40709","1314","0.0323","0.7000","919.80","90","10.2200","16081.05","17.4800","116"
"2024-08-18","Meta Ads","Search","EdTech","UK","50893","1124","0.0221","1.4100","1584.84","29","54.6500","2707.50","1.7100","117"
"2024-09-24","Google Ads","Video","Fintech","Australia","143561","9144","0.0637","1.9300","17647.92","630","28.0100","123364.05","6.9900","118"
"2024-03-24","Google Ads","Shopping","Fintech","India","94242","5466","0.0580","1.6700","9128.22","100","91.2800","6794.77","0.7400","119"
"2024-09-22","TikTok Ads","Display","SaaS","UAE","81619","3623","0.0444","0.4700","1702.81","222","7.6700","46448.44","27.2800","120"
"2024-05-23","TikTok Ads","Shopping","EdTech","Canada","91900","4696","0.0511","0.5300","2488.88","367","6.7800","109696.83","44.0700","121"
"2024-09-23","Google Ads","Display","Healthcare","UAE","111311","5765","0.0518","2.7100","15623.15","389","40.1600","22317.92","1.4300","122"
"2024-11-26","Google Ads","Video","Healthcare","Canada","11801","795","0.0674","2.9700","2361.15","57","41.4200","3966.25","1.6800","123"
"2024-06-25","TikTok Ads","Search","EdTech","India","86257","4597","0.0533","0.8300","3815.51","301","12.6800","80903.28","21.2000","124"
"2024-11-08","Google Ads","Shopping","Fintech","India","32518","1258","0.0387","2.4100","3031.78","12","252.6500","2688.72","0.8900","125"
"2024-11-16","Meta Ads","Display","Fintech","UAE","193926","5837","0.0301","1.0000","5837.00","193","30.2400","28429.29","4.8700","126"
"2024-07-27","Meta Ads","Display","E-commerce","India","75269","2604","0.0346","0.8300","2161.32","70","30.8800","3191.14","1.4800","127"
"2024-05-16","Google Ads","Video","EdTech","Canada","20534","993","0.0484","2.8700","2849.91","49","58.1600","1762.93","0.6200","128"
"2024-02-27","Google Ads","Display","EdTech","India","35355","961","0.0272","2.2200","2133.42","68","31.3700","6145.22","2.8800","129"
"2024-11-15","TikTok Ads","Shopping","E-commerce","UAE","98500","5614","0.0570","0.6100","3424.54","220","15.5700","7676.57","2.2400","130"
"2024-07-25","Meta Ads","Search","EdTech","Germany","154381","1698","0.0110","1.8500","3141.30","70","44.8800","19750.24","6.2900","131"
"2024-11-12","TikTok Ads","Shopping","Healthcare","UAE","133148","9120","0.0685","0.5000","4560.00","279","16.3400","83385.98","18.2900","132"
"2024-01-12","Google Ads","Search","Fintech","India","124273","3603","0.0290","1.5500","5584.65","167","33.4400","20460.25","3.6600","133"
"2024-12-01","Meta Ads","Video","Healthcare","Germany","6969","176","0.0253","1.0800","190.08","10","19.0100","2562.91","13.4800","134"
"2024-09-24","TikTok Ads","Video","Fintech","USA","130865","9461","0.0723","1.4800","14002.28","221","63.3600","46411.13","3.3100","135"
"2024-01-02","Meta Ads","Video","EdTech","USA","138639","2204","0.0159","1.8000","3967.20","154","25.7600","35803.07","9.0200","136"
"2024-07-25","TikTok Ads","Search","Fintech","UAE","41468","3354","0.0809","1.1100","3722.94","81","45.9600","5215.94","1.4000","137"
"2024-05-24","TikTok Ads","Display","SaaS","UK","29089","1076","0.0370","0.6500","699.40","40","17.4800","8233.32","11.7700","138"
"2024-06-15","TikTok Ads","Shopping","SaaS","India","147355","7485","0.0508","0.9100","6811.35","81","84.0900","14520.06","2.1300","139"
"2024-05-26","Google Ads","Video","Healthcare","Canada","123696","6531","0.0528","2.5800","16849.98","466","36.1600","62974.93","3.7400","140"
"2024-04-29","Meta Ads","Shopping","Fintech","UK","26751","489","0.0183","1.9300","943.77","8","117.9700","791.56","0.8400","141"
"2024-07-10","Google Ads","Shopping","SaaS","UK","10704","489","0.0457","1.7100","836.19","36","23.2300","5339.04","6.3800","142"
"2024-11-08","Meta Ads","Shopping","EdTech","Germany","81848","1694","0.0207","1.2900","2185.26","58","37.6800","7573.87","3.4700","143"
"2024-01-25","TikTok Ads","Display","SaaS","UK","42706","2084","0.0488","1.5900","3313.56","35","94.6700","4766.32","1.4400","144"
"2024-02-29","Google Ads","Display","EdTech","Canada","92923","1932","0.0208","3.1700","6124.44","32","191.3900","1855.78","0.3000","145"
"2024-11-09","Google Ads","Shopping","E-commerce","UK","170732","7700","0.0451","0.8100","6237.00","434","14.3700","53677.08","8.6100","146"
"2024-12-04","TikTok Ads","Search","E-commerce","Australia","22772","1045","0.0459","0.9500","992.75","38","26.1200","5743.60","5.7900","147"
"2024-09-02","Meta Ads","Video","SaaS","UAE","173337","3189","0.0184","2.0300","6473.67","224","28.9000","43055.91","6.6500","148"
"2024-10-03","Google Ads","Display","E-commerce","Australia","86471","4859","0.0562","1.5700","7628.63","248","30.7600","19852.56","2.6000","149"
"2024-04-11","Google Ads","Search","Fintech","Germany","68449","3285","0.0480","2.3800","7818.30","243","32.1700","60681.21","7.7600","150"
"2024-07-28","Meta Ads","Shopping","SaaS","Canada","99948","1389","0.0139","1.0400","1444.56","67","21.5600","4987.60","3.4500","151"
"2024-10-26","Meta Ads","Display","EdTech","UK","115986","1357","0.0117","1.4800","2008.36","79","25.4200","8002.44","3.9800","152"
"2024-10-26","Google Ads","Search","SaaS","UAE","51819","2497","0.0482","2.8800","7191.36","138","52.1100","37600.62","5.2300","153"
"2024-03-30","Google Ads","Video","Healthcare","Canada","65282","1723","0.0264","1.9100","3290.93","64","51.4200","16624.45","5.0500","154"
"2024-06-21","TikTok Ads","Display","Healthcare","USA","42019","2979","0.0709","1.5100","4498.29","234","19.2200","56724.23","12.6100","155"
"2024-02-01","Google Ads","Video","EdTech","USA","48790","2824","0.0579","1.3000","3671.20","178","20.6200","37847.71","10.3100","156"
"2024-11-19","Google Ads","Video","Fintech","Australia","173722","3821","0.0220","1.5400","5884.34","201","29.2800","44895.50","7.6300","157"
"2024-01-28","TikTok Ads","Shopping","EdTech","USA","34063","1243","0.0365","0.3800","472.34","40","11.8100","10897.53","23.0700","158"
"2024-01-12","Meta Ads","Video","E-commerce","Canada","104657","4029","0.0385","0.7100","2860.59","204","14.0200","10401.62","3.6400","159"
"2024-07-16","Google Ads","Shopping","EdTech","UAE","163272","5551","0.0340","2.2300","12378.73","135","91.6900","38753.89","3.1300","160"
"2024-05-24","TikTok Ads","Shopping","Fintech","India","174160","9683","0.0556","1.8400","17816.72","512","34.8000","73177.92","4.1100","161"
"2024-01-05","TikTok Ads","Display","Fintech","UAE","6015","410","0.0683","1.9300","791.30","28","28.2600","4383.32","5.5400","162"
"2024-01-06","Meta Ads","Search","Healthcare","Australia","17763","726","0.0409","1.9400","1408.44","30","46.9500","1946.19","1.3800","163"
"2024-11-04","Google Ads","Video","EdTech","Australia","149233","3686","0.0247","1.0000","3686.00","250","14.7400","16524.46","4.4800","164"
"2024-04-13","TikTok Ads","Shopping","Healthcare","Australia","107476","4707","0.0438","1.7000","8001.90","293","27.3100","72605.27","9.0700","165"
"2024-02-27","TikTok Ads","Search","SaaS","UAE","7637","415","0.0544","1.5400","639.10","10","63.9100","1137.83","1.7800","166"
"2024-10-14","TikTok Ads","Search","EdTech","India","97193","6230","0.0641","1.6000","9968.00","306","32.5800","81609.12","8.1900","167"
"2024-01-04","Google Ads","Display","Fintech","UK","20198","878","0.0435","2.6800","2353.04","67","35.1200","5967.58","2.5400","168"
"2024-12-15","Google Ads","Shopping","SaaS","USA","119014","5938","0.0499","2.8800","17101.44","95","180.0200","23773.95","1.3900","169"
"2024-09-11","Google Ads","Search","EdTech","UAE","32675","941","0.0288","1.0900","1025.69","47","21.8200","12632.32","12.3200","170"
"2024-12-16","TikTok Ads","Search","Fintech","Canada","33302","3007","0.0903","0.2800","841.96","95","8.8600","3253.81","3.8600","171"
"2024-12-21","Google Ads","Shopping","SaaS","USA","70206","3945","0.0562","3.6000","14202.00","248","57.2700","37055.99","2.6100","172"
"2024-05-20","Google Ads","Search","SaaS","Australia","159741","6868","0.0430","1.3700","9409.16","336","28.0000","33272.11","3.5400","173"
"2024-03-06","Meta Ads","Shopping","Healthcare","UAE","58682","1748","0.0298","1.4900","2604.52","84","31.0100","12746.65","4.8900","174"
"2024-02-17","Meta Ads","Video","E-commerce","Germany","16094","616","0.0383","2.2900","1410.64","40","35.2700","8923.08","6.3300","175"
"2024-06-03","Meta Ads","Video","Fintech","UAE","182718","2558","0.0140","1.3600","3478.88","124","28.0600","28756.15","8.2700","176"
"2024-02-28","Google Ads","Search","EdTech","USA","116560","4312","0.0370","2.7900","12030.48","198","60.7600","51746.42","4.3000","177"
"2024-03-21","TikTok Ads","Display","SaaS","Canada","108196","5334","0.0493","0.9900","5280.66","289","18.2700","27408.56","5.1900","178"
"2024-08-01","TikTok Ads","Search","EdTech","India","66169","2057","0.0311","1.4900","3064.93","136","22.5400","39364.99","12.8400","179"
"2024-01-08","Google Ads","Search","Fintech","India","63243","1707","0.0270","2.2400","3823.68","37","103.3400","3893.12","1.0200","180"
"2024-02-29","Google Ads","Shopping","Fintech","Germany","167982","7693","0.0458","2.6400","20309.52","193","105.2300","10777.69","0.5300","181"
"2024-01-27","Meta Ads","Display","E-commerce","Australia","176459","3670","0.0208","1.9100","7009.70","65","107.8400","2483.80","0.3500","182"
"2024-01-13","Meta Ads","Shopping","SaaS","India","24404","710","0.0291","0.6100","433.10","10","43.3100","923.15","2.1300","183"
"2024-08-20","Google Ads","Search","E-commerce","UAE","152979","4650","0.0304","0.7900","3673.50","330","11.1300","91949.73","25.0300","184"
"2024-06-08","Google Ads","Video","Fintech","Germany","96658","2822","0.0292","3.3700","9510.14","112","84.9100","25060.16","2.6400","185"
"2024-01-19","Meta Ads","Video","EdTech","India","43467","991","0.0228","1.9000","1882.90","25","75.3200","3146.23","1.6700","186"
"2024-09-02","Meta Ads","Shopping","SaaS","Australia","49980","1664","0.0333","1.9800","3294.72","37","89.0500","6236.77","1.8900","187"
"2024-05-23","TikTok Ads","Shopping","EdTech","Australia","30517","2575","0.0844","0.8000","2060.00","205","10.0500","7811.94","3.7900","188"
"2024-01-07","Meta Ads","Video","Healthcare","Germany","98944","1850","0.0187","1.4200","2627.00","78","33.6800","17285.68","6.5800","189"
"2024-04-04","TikTok Ads","Video","E-commerce","Australia","145148","5762","0.0397","1.4900","8585.38","213","40.3100","10475.22","1.2200","190"
"2024-01-05","Google Ads","Search","EdTech","UK","41378","2023","0.0489","1.2300","2488.29","73","34.0900","9343.63","3.7600","191"
"2024-04-01","TikTok Ads","Video","Healthcare","USA","115310","3205","0.0278","1.0400","3333.20","134","24.8700","14521.43","4.3600","192"
"2024-02-19","Google Ads","Display","Fintech","Germany","37101","2166","0.0584","2.9500","6389.70","45","141.9900","3868.37","0.6100","193"
"2024-08-08","Meta Ads","Search","E-commerce","India","8626","242","0.0281","1.1300","273.46","18","15.1900","3013.54","11.0200","194"
"2024-02-08","Meta Ads","Search","EdTech","UK","151480","2514","0.0166","2.0600","5178.84","72","71.9300","4076.45","0.7900","195"
"2024-10-26","TikTok Ads","Video","EdTech","India","100673","5718","0.0568","1.0500","6003.90","196","30.6300","41067.13","6.8400","196"
"2024-04-05","TikTok Ads","Video","EdTech","India","159813","7575","0.0474","0.9000","6817.50","319","21.3700","35965.70","5.2800","197"
"2024-01-08","Google Ads","Display","EdTech","USA","132600","6802","0.0513","1.5300","10407.06","97","107.2900","6779.29","0.6500","198"
"2024-01-05","Meta Ads","Display","E-commerce","Germany","88732","1579","0.0178","0.4400","694.76","32","21.7100","4757.82","6.8500","199"
"2024-09-21","TikTok Ads","Display","Healthcare","UK","135956","11529","0.0848","0.5000","5764.50","732","7.8800","207824.45","36.0500","200"
"2024-12-13","TikTok Ads","Shopping","Healthcare","Australia","191994","14898","0.0776","1.0800","16089.84","936","17.1900","60355.75","3.7500","201"
"2024-06-20","Meta Ads","Video","EdTech","Germany","29502","604","0.0205","1.6100","972.44","30","32.4100","5842.59","6.0100","202"
"2024-09-30","Google Ads","Video","Fintech","Australia","110977","4150","0.0374","1.1300","4689.50","197","23.8000","18314.78","3.9100","203"
"2024-07-26","Google Ads","Search","SaaS","UAE","70982","2548","0.0359","2.8800","7338.24","117","62.7200","32045.18","4.3700","204"
"2024-05-21","TikTok Ads","Display","EdTech","UK","152235","6104","0.0401","0.7300","4455.92","252","17.6800","48424.44","10.8700","205"
